Geneid	logFC	logCPM	F	PValue	adj.PVal	FDR	Locus	ID
cds225	-0.944098831873138	9.45406342632181	398.122251121678	4.78461649777909e-10	3.78923958817346e-09	3.78923958817346e-09		WP_010001356.1
cds1462	3.01780186334389	3.9488525074308	398.063593689472	4.78843260808455e-10	3.78923958817346e-09	3.78923958817346e-09	RPHASCH2410_PD01360	WP_016735601.1
cds1754	1.09780263702577	5.89005705665328	397.7004813651	4.81213592157604e-10	3.7981486795792e-09	3.7981486795792e-09	RPHASCH2410_PD02820	WP_016735861.1
cds932	-1.03805260441453	8.25043359119474	397.580696241147	4.81998563398376e-10	3.7981486795792e-09	3.7981486795792e-09	RPHASCH2410_PC00935	WP_009991623.1
cds785	1.52245324847785	5.21558255994327	396.870442911736	4.86684136200504e-10	3.82701412142539e-09	3.82701412142539e-09	RPHASCH2410_PC00210	WP_004671987.1
cds1258	-2.75679338436724	7.33739920194032	668.726656436269	4.92979502916209e-10	3.86839052288337e-09	3.86839052288337e-09	RPHASCH2410_PD00345	WP_004674013.1
cds2396	-1.18933945284538	5.91329901363224	395.155297618779	4.98222452408124e-10	3.90135280201592e-09	3.90135280201592e-09	RPHASCH2410_CH00580	WP_029531516.1
cds561	-1.13986122800785	6.32631869342133	394.791112118044	5.00713822176741e-10	3.91267606765666e-09	3.91267606765666e-09	RPHASCH2410_PB01040	WP_016736505.1
cds4596	-0.974587436284834	7.76716807996813	394.505963881352	5.02674770143274e-10	3.91981596801307e-09	3.91981596801307e-09	RPHASCH2410_CH03715	WP_016737234.1
cds4633	0.955507435035666	8.88370335661817	393.831270167037	5.07350806763504e-10	3.94805419899334e-09	3.94805419899334e-09	RPHASCH2410_CH03905	WP_016737260.1
cds1565	1.38116260457217	6.04385427247019	393.677334093491	5.0842485827839e-10	3.9482038268382e-09	3.9482038268382e-09	RPHASCH2410_PD01880	WP_016735690.1
cds2956	-1.06142268065167	6.51161091118029	393.147392603776	5.12142972795487e-10	3.96884295481058e-09	3.96884295481058e-09	RPHASCH2410_CH03475	WP_016733086.1
cds4594	-0.92931101137449	9.6495363588688	391.791856539645	5.21800502058132e-10	4.03532908926361e-09	4.03532908926361e-09	RPHASCH2410_CH03705	WP_016737231.1
cds341	-1.14027107234019	6.44652554257094	388.467692838422	5.46407878369817e-10	4.21691688399634e-09	4.21691688399634e-09	RPHASCH2410_PA01700	WP_016736964.1
cds6459	0.993096206519795	6.63582339860604	385.837188488431	5.66855023210699e-10	4.36571677341079e-09	4.36571677341079e-09	RPHASCH2410_CH11745	WP_016734586.1
cds1822	1.20348212420065	8.71518158505375	385.271519874172	5.71369225394175e-10	4.3914476604731e-09	4.3914476604731e-09	RPHASCH2410_PD03155	WP_012490080.1
cds4466	-1.0523177374852	7.15616820710299	384.918757475344	5.74205854081855e-10	4.40420596686144e-09	4.40420596686144e-09		WP_029531352.1
cds2959	1.54422988887334	5.84160366712179	383.40675154944	5.86554037964366e-10	4.48971730899923e-09	4.48971730899923e-09	RPHASCH2410_CH03495	WP_004671683.1
cds779	-1.83980167928113	5.00282820038774	381.777695671673	6.00210493577444e-10	4.57920458248879e-09	4.57920458248879e-09	RPHASCH2410_PC00175	WP_012489551.1
cds122	1.18141866960349	5.61139396604404	381.721080164168	6.00691811381779e-10	4.57920458248879e-09	4.57920458248879e-09	RPHASCH2410_PA00620	WP_016736836.1
cds729	-1.17424117812912	6.08801832518564	381.569420320202	6.0198339660606e-10	4.57972327946439e-09	4.57972327946439e-09	RPHASCH2410_PB01865	WP_046977162.1
cds4050	1.16987036032958	8.25878480041824	380.478083729297	6.11374853941413e-10	4.64173646714546e-09	4.64173646714546e-09	RPHASCH2410_CH17535	WP_012484631.1
cds3230	1.10988557064242	6.93211189567112	380.034444891879	6.15241936820508e-10	4.66164082898615e-09	4.66164082898615e-09	RPHASCH2410_CH13400	WP_016734344.1
cds1981	1.24615096840489	9.39985561656176	374.579354826046	6.65233750028166e-10	5.0302422754655e-09	5.0302422754655e-09		WP_016736056.1
cds2264	1.08012783869253	7.03493541927996	372.308790409272	6.87445405249423e-10	5.18771804808184e-09	5.18771804808184e-09	RPHASCH2410_PD05335	WP_016735349.1
cds344	-1.17362343113418	8.40116031135428	371.10802265175	6.99545288714204e-10	5.26405174113128e-09	5.26405174113128e-09	RPHASCH2410_PA01715	WP_037147590.1
cds4749	-1.11646422108662	7.16861218047491	371.026736710402	7.00373434967506e-10	5.26405174113128e-09	5.26405174113128e-09	RPHASCH2410_CH04490	WP_046977048.1
cds2005	-0.980600080543834	7.31164166557484	370.450366601019	7.0627883433761e-10	5.29779895175485e-09	5.29779895175485e-09	RPHASCH2410_PD04055	WP_004669942.1
cds4443	-2.85492051825393	4.64647732915002	413.098196490904	7.21209844475697e-10	5.39138908783013e-09	5.39138908783013e-09		WP_016733431.1
cds4357	-1.02835898364619	6.18789397634684	368.977682200827	7.21636637190194e-10	5.39138908783013e-09	5.39138908783013e-09	RPHASCH2410_CH19090	WP_012484216.1
cds4810	-2.52142226373035	6.14604677108273	522.585686637059	7.34949857108427e-10	5.47991497043196e-09	5.47991497043196e-09		WP_004671763.1
cds4313	-0.968788379361545	8.20306192854397	366.349124858354	7.50039429167524e-10	5.58130732281121e-09	5.58130732281121e-09	RPHASCH2410_CH18870	WP_016733561.1
cds691	1.08005784791522	7.32527007336294	365.554567190089	7.58883306690261e-10	5.63591312885247e-09	5.63591312885247e-09	RPHASCH2410_PB01675	WP_016736615.1
cds2207	1.39943736725964	5.2472796319955	364.701766150095	7.68512744554388e-10	5.69612515419223e-09	5.69612515419223e-09	RPHASCH2410_PD05055	WP_016735303.1
cds4352	-0.964269069002846	6.26219714876045	363.898693763388	7.77712763599492e-10	5.7529226761915e-09	5.7529226761915e-09	RPHASCH2410_CH19065	WP_016733370.1
cds4522	-1.16250460607725	6.11433285757917	363.73218262904	7.79636554226904e-10	5.75577834806963e-09	5.75577834806963e-09	RPHASCH2410_CH19935	WP_012484374.1
cds3767	1.33636760640057	12.5814658756189	362.079265960051	7.99041374347432e-10	5.88283080938295e-09	5.88283080938295e-09	RPHASCH2410_CH16065	WP_004675671.1
cds706	-1.21955586018743	7.29352880237083	361.999716761071	7.99989549018414e-10	5.88283080938295e-09	5.88283080938295e-09	RPHASCH2410_PB01750	WP_016736629.1
cds2006	-1.49926689406049	10.6818819546135	361.109801127026	8.10687801111995e-10	5.94981262659254e-09	5.94981262659254e-09	RPHASCH2410_PD04065	WP_016736072.1
cds1017	2.51271014016158	3.18015887545689	359.977214892286	8.24548537763049e-10	6.03044085744716e-09	6.03044085744716e-09	RPHASCH2410_PC01285	WP_046977179.1
cds440	1.07607901689073	8.20957218273391	359.949112583893	8.24895997598971e-10	6.03044085744716e-09	6.03044085744716e-09	RPHASCH2410_PB00440	WP_016736721.1
cds2839	1.3134959178415	6.01184489314715	358.886192452928	8.38165831629021e-10	6.11550625299693e-09	6.11550625299693e-09	RPHASCH2410_CH02870	WP_016732994.1
cds2373	1.02661781254955	6.26666145148837	358.32925405228	8.45219357403356e-10	6.15497286918436e-09	6.15497286918436e-09	RPHASCH2410_CH00460	WP_016734077.1
cds3703	-2.13925463821151	8.63068383712351	535.001613572113	8.55903105691573e-10	6.22067053321079e-09	6.22067053321079e-09	RPHASCH2410_CH15745	WP_016733888.1
cds2109	1.22072749640925	5.63042179563998	357.146745427995	8.60429249391348e-10	6.24144705517794e-09	6.24144705517794e-09	RPHASCH2410_PD04585	WP_016736159.1
cds2241	1.12211372622461	6.58819311341331	356.798743249446	8.64966756858222e-10	6.26222547566794e-09	6.26222547566794e-09	RPHASCH2410_PD05225	WP_016735333.1
cds3239	-0.9420210697282	9.23806861949849	355.874787072584	8.77151675661763e-10	6.33818286100768e-09	6.33818286100768e-09	RPHASCH2410_CH13440	WP_016734339.1
cds1536	-2.21552271404312	5.47413389091765	395.584295874491	9.03579117005667e-10	6.514646168486e-09	6.514646168486e-09	RPHASCH2410_PD01735	WP_016735665.1
cds3297	0.890223515603427	9.61711544603573	353.81491323667	9.05053702274304e-10	6.514646168486e-09	6.514646168486e-09	RPHASCH2410_CH13740	WP_004675044.1
cds1762	-0.979275430343668	7.52364312438662	353.671385094666	9.0703660352375e-10	6.51638772934625e-09	6.51638772934625e-09		end_range=589385,.
cds2720	1.14499373476309	7.54207953791886	352.081623512067	9.2934633295269e-10	6.6638761000803e-09	6.6638761000803e-09	RPHASCH2410_CH02245	WP_016732925.1
cds463	1.27024992630373	5.74501475242794	351.850378590208	9.3264516060923e-10	6.67474347258193e-09	6.67474347258193e-09	RPHASCH2410_PB00555	WP_039752254.1
cds2902	-1.02954957362046	7.31569866413149	351.331885424401	9.40092096074879e-10	6.71519983894708e-09	6.71519983894708e-09	RPHASCH2410_CH03190	WP_029531193.1
cds1175	-1.03247781985293	6.34804573380117	351.027938749211	9.44490200700345e-10	6.73376537375503e-09	6.73376537375503e-09	RPHASCH2410_PC02085	WP_012489526.1
cds4732	1.61013173642804	4.53657449972626	350.308629063454	9.54995702257228e-10	6.78693195313913e-09	6.78693195313913e-09	RPHASCH2410_CH04405	WP_012485310.1
cds4081	1.05496655653915	6.34790920009155	350.269310823699	9.5557390844358e-10	6.78693195313913e-09	6.78693195313913e-09	RPHASCH2410_CH17700	WP_016733709.1
cds847	-1.24920021218595	7.65985777825515	348.90400014654	9.7591058146781e-10	6.91824489854926e-09	6.91824489854926e-09		WP_004674416.1
cds6397	0.968436834620276	7.28195932860577	348.270752470281	9.85516146665223e-10	6.97313220598852e-09	6.97313220598852e-09	RPHASCH2410_CH11430	WP_016734631.1
cds5932	0.883118168778126	10.4459811457851	347.738637632374	9.93674020161376e-10	7.01758841030949e-09	7.01758841030949e-09	RPHASCH2410_CH09010	WP_004674094.1
cds695	-0.994311957785596	7.0787555598169	346.956839436239	1.00580483559673e-09	7.08988229687108e-09	7.08988229687108e-09	RPHASCH2410_PB01695	WP_016736619.1
cds1539	-1.66501673212955	4.17592609392578	346.136200075503	1.01872681802292e-09	7.1674708268041e-09	7.1674708268041e-09	RPHASCH2410_PD01750	WP_016735667.1
cds3771	0.918366328594195	7.734746501119	345.428132392076	1.03003391631479e-09	7.2304392119941e-09	7.2304392119941e-09	RPHASCH2410_CH16085	WP_004675681.1
cds2784	0.993614032375196	8.58964384070652	345.334506465247	1.03154008528048e-09	7.2304392119941e-09	7.2304392119941e-09	RPHASCH2410_CH02590	WP_016732964.1
cds5946	-0.904222436004873	7.26590963758503	344.67442528314	1.04223294995848e-09	7.29173445176558e-09	7.29173445176558e-09	RPHASCH2410_CH09080	WP_029531657.1
cds2705	1.07594669981909	8.17155732198907	343.665694750675	1.058827503308e-09	7.39401370313778e-09	7.39401370313778e-09	RPHASCH2410_CH02170	WP_004671258.1
cds2209	1.3691811766827	5.63397747813322	343.525457360595	1.0611591458734e-09	7.39649661639506e-09	7.39649661639506e-09	RPHASCH2410_PD05065	WP_029531706.1
cds2265	1.17613428919941	6.538421111065	343.244898900471	1.06584203590935e-09	7.4153285137708e-09	7.4153285137708e-09	RPHASCH2410_PD05340	WP_029531713.1
cds5830	0.895979012866309	6.91116128902718	340.605036410718	1.11112057446325e-09	7.71600057553976e-09	7.71600057553976e-09	RPHASCH2410_CH08485	WP_016735029.1
cds255	1.53806915934445	4.96734850618064	339.823157131902	1.12496447863499e-09	7.79767045098287e-09	7.79767045098287e-09	RPHASCH2410_PA01265	WP_016737043.1
cds2007	-1.39657573794278	9.83360125167101	338.18689867738	1.15460031221623e-09	7.98131600785925e-09	7.98131600785925e-09	RPHASCH2410_PD04070	WP_029531823.1
cds103	-0.940113116628695	10.6304857819613	338.125859573113	1.15572355764352e-09	7.98131600785925e-09	7.98131600785925e-09	RPHASCH2410_PA00525	WP_029532053.1
cds3281	-1.05767871377823	6.65774245991182	337.710580761525	1.16339987258106e-09	8.01953171836266e-09	8.01953171836266e-09	RPHASCH2410_CH13645	WP_009999226.1
cds2838	-1.60979204458981	4.58029084732971	337.011353947005	1.17646128741219e-09	8.09465918894089e-09	8.09465918894089e-09	RPHASCH2410_CH02865	WP_016732993.1
cds4631	0.835155461266863	8.81857166593248	335.917230418489	1.19724827142682e-09	8.22256932101028e-09	8.22256932101028e-09	RPHASCH2410_CH03895	WP_016737259.1
cds252	0.989024544379312	6.35491196776012	335.721056550824	1.20102100385547e-09	8.22968058268096e-09	8.22968058268096e-09	RPHASCH2410_PA01250	WP_016737046.1
cds2055	1.0925510225211	11.9231194611334	335.634966541828	1.20268107900788e-09	8.22968058268096e-09	8.22968058268096e-09	RPHASCH2410_PD04320	WP_016736110.1
cds1390	2.07028738715035	4.63080884760065	335.241848428965	1.21029608493979e-09	8.25315132162507e-09	8.25315132162507e-09	RPHASCH2410_PD00990	WP_029531741.1
cds1243	1.21767220251474	6.36791742982476	335.230282174922	1.21052099267223e-09	8.25315132162507e-09	8.25315132162507e-09	RPHASCH2410_PD00270	WP_016735411.1
cds1735	-1.10434119822636	6.08018712389673	334.540341779033	1.224026671753e-09	8.33005787703904e-09	8.33005787703904e-09	RPHASCH2410_PD02725	WP_016735846.1
cds2696	0.942855489325161	6.23389641111434	334.239511219707	1.22997109958162e-09	8.35532091784755e-09	8.35532091784755e-09	RPHASCH2410_CH02125	WP_012483625.1
cds4094	1.17262630403199	8.39297251503007	334.013937260059	1.23445081233168e-09	8.35885664523709e-09	8.35885664523709e-09	RPHASCH2410_CH17765	WP_012484668.1
cds1610	-0.993416125087908	6.39982194197452	333.988459870987	1.23495798151646e-09	8.35885664523709e-09	8.35885664523709e-09	RPHASCH2410_PD02095	WP_029531777.1
cds4657	-1.21329373055699	10.1503426353534	332.523683898751	1.26453467180761e-09	8.54359797215866e-09	8.54359797215866e-09	RPHASCH2410_CH04025	WP_004668319.1
cds528	-1.07584381511809	7.81930045894201	332.353550551283	1.26802390233856e-09	8.55173597559139e-09	8.55173597559139e-09	RPHASCH2410_PB00875	WP_016736792.1
cds2789	1.01833788413228	6.11794685350455	331.542552846211	1.28481348602727e-09	8.64938287446058e-09	8.64938287446058e-09	RPHASCH2410_CH02615	WP_016732967.1
cds2855	1.14007476203041	6.68782871013398	331.255225705747	1.29082469129483e-09	8.65667990768531e-09	8.65667990768531e-09	RPHASCH2410_CH02950	WP_016733007.1
cds2291	0.932062761269789	6.9765351251556	331.243436009194	1.29107205301522e-09	8.65667990768531e-09	8.65667990768531e-09	RPHASCH2410_CH00025	WP_016734160.1
cds741	0.862543479396317	7.27968947508378	331.136100502621	1.29332665341313e-09	8.65667990768531e-09	8.65667990768531e-09	RPHASCH2410_PB01925	WP_016736655.1
cds780	-1.64723193047055	5.6694259921214	331.049529547463	1.29514847670419e-09	8.65667990768531e-09	8.65667990768531e-09	RPHASCH2410_PC00180	WP_012489552.1
cds2894	0.867767970596467	7.46892442708144	330.571869456776	1.3052551178406e-09	8.70868075949619e-09	8.70868075949619e-09	RPHASCH2410_CH03150	WP_012483785.1
cds2226	-1.12832326928967	7.57566551568773	329.505774831562	1.32814988280576e-09	8.83737527797029e-09	8.83737527797029e-09	RPHASCH2410_PD05150	WP_016735319.1
cds4294	-0.887678498635596	10.9112087359817	329.45436264259	1.32926590475482e-09	8.83737527797029e-09	8.83737527797029e-09	RPHASCH2410_CH18770	WP_016733551.1
cds1333	-1.44416717890863	4.79439801786332	329.0521817677	1.33803448019975e-09	8.87989904146751e-09	8.87989904146751e-09	RPHASCH2410_PD00710	WP_016735491.1
cds2382	-1.18310512555269	5.00739795599369	328.380159395488	1.35283911501468e-09	8.9622598362831e-09	8.9622598362831e-09	RPHASCH2410_CH00505	WP_012483394.1
cds1465	1.30783927185781	7.29667016903054	328.190017878574	1.3570629589262e-09	8.97435804816392e-09	8.97435804816392e-09	RPHASCH2410_PD01375	WP_052766881.1
cds5888	0.963008993621671	7.13960744543534	328.017018203558	1.36091953882758e-09	8.98398912492354e-09	8.98398912492354e-09	RPHASCH2410_CH08790	WP_010024267.1
cds1694	-0.908180687417848	7.66864441939888	327.879895994478	1.36398551496943e-09	8.98434630400735e-09	8.98434630400735e-09	RPHASCH2410_PD02515	WP_029531788.1
cds2755	1.10264281356173	5.51770879410484	327.800064469341	1.36577425780929e-09	8.98434630400735e-09	8.98434630400735e-09		gbkey=CDS
cds2409	-1.10019889207589	6.41950374969244	327.571215081413	1.3709173292834e-09	9.00235712896097e-09	9.00235712896097e-09	RPHASCH2410_CH00650	WP_016734051.1
cds2104	0.950162904086543	7.8922207323408	326.211992555375	1.40193932062169e-09	9.18994549402277e-09	9.18994549402277e-09	RPHASCH2410_PD04560	WP_016736154.1
cds117	0.991362873490645	5.95585977862304	326.093584491634	1.4046808120391e-09	9.19181867038876e-09	9.19181867038876e-09	RPHASCH2410_PA00595	WP_016736842.1
cds2426	0.830518796784291	8.7226403924508	325.110496246886	1.42768817742917e-09	9.32606779776161e-09	9.32606779776161e-09	RPHASCH2410_CH00750	WP_012483431.1
cds3719	-0.798771687737815	8.00009122154866	323.436327447757	1.4679010106915e-09	9.57204439550226e-09	9.57204439550226e-09	RPHASCH2410_CH15825	WP_016733900.1
cds4533	0.918607525530458	6.41165536584616	321.370832650244	1.51937019832187e-09	9.89043939533696e-09	9.89043939533696e-09	RPHASCH2410_CH19985	WP_016733329.1
cds1427	-1.2931415989451	5.07588373830169	320.496847255931	1.54178814958542e-09	1.00189462567678e-08	1.00189462567678e-08	RPHASCH2410_PD01180	WP_010025240.1
cds1749	1.32761895918135	5.2670570198156	319.874681033683	1.55798491124346e-09	1.01040039462831e-08	1.01040039462831e-08	RPHASCH2410_PD02795	WP_016735856.1
cds1856	1.21006609118881	6.95830980049433	319.78727757468	1.56027632405868e-09	1.01040039462831e-08	1.01040039462831e-08	RPHASCH2410_PD03325	WP_016735951.1
cds4710	0.975085314962788	8.19663358093759	318.096546737628	1.60539387199155e-09	1.03782197976932e-08	1.03782197976932e-08	RPHASCH2410_CH04295	WP_016737313.1
cds1076	1.16134626057738	7.29377476163574	316.367347368851	1.65313943995767e-09	1.06563933774601e-08	1.06563933774601e-08	RPHASCH2410_PC01590	WP_004671535.1
cds4727	0.871911628736396	6.45506090199884	316.332517146602	1.65411823465251e-09	1.06563933774601e-08	1.06563933774601e-08	RPHASCH2410_CH04380	WP_016737324.1
cds5937	-1.1547559712325	5.10059241168991	315.913209852321	1.66595540190941e-09	1.0714211459359e-08	1.0714211459359e-08	RPHASCH2410_CH09035	WP_016734951.1
cds4553	-0.933843308407855	12.720280365677	315.402085069148	1.68052008173497e-09	1.07893424801612e-08	1.07893424801612e-08		WP_004680618.1
cds721	-1.61314706124729	4.55530383582124	315.081985310568	1.68971797048485e-09	1.08298191156246e-08	1.08298191156246e-08	RPHASCH2410_PB01825	WP_012490565.1
cds3272	1.49101464556234	11.5545635325681	312.997825431457	1.75107947806249e-09	1.12039153613469e-08	1.12039153613469e-08		WP_010009317.1
cds6472	0.966805799919478	7.44387464894025	312.435452290948	1.76808489576193e-09	1.12860524472819e-08	1.12860524472819e-08	RPHASCH2410_CH11815	WP_016734576.1
cds4653	1.11200343441628	6.69303080018396	312.374249829513	1.76994731139579e-09	1.12860524472819e-08	1.12860524472819e-08	RPHASCH2410_CH04005	WP_029532228.1
cds2694	0.991833448168047	6.6220021989617	312.255821442881	1.77355771390978e-09	1.12898410257897e-08	1.12898410257897e-08	RPHASCH2410_CH02115	WP_012483623.1
cds3689	1.01421821755669	5.61754838774396	311.558358187507	1.79499773975491e-09	1.1406921120378e-08	1.1406921120378e-08	RPHASCH2410_CH15680	WP_029531478.1
cds556	0.819285740163456	7.63853800738318	310.979505975596	1.81302423170327e-09	1.15019486428226e-08	1.15019486428226e-08	RPHASCH2410_PB01015	WP_016736501.1
cds1132	-1.13899595330539	4.95964459357503	309.908561249102	1.84694188277642e-09	1.16972985909173e-08	1.16972985909173e-08	RPHASCH2410_PC01880	WP_016737465.1
cds2256	-1.10059472363326	5.34412481351186	309.738863508018	1.85238481737982e-09	1.17119533301565e-08	1.17119533301565e-08	RPHASCH2410_PD05295	WP_010002439.1
cds558	-2.18895203175437	4.04051397503947	309.592691998658	1.85708834598780e-09	1.17218915329381e-08	1.17218915329381e-08	RPHASCH2410_PB01025	WP_016736503.1
cds1370	1.19733494267495	10.22070923934	308.280355455504	1.89995439248897e-09	1.19722715338152e-08	1.19722715338152e-08	RPHASCH2410_PD00885	WP_016735526.1
cds1054	-1.14354931803303	5.70680111863785	307.321580650906	1.93201093956383e-09	1.21538099946007e-08	1.21538099946007e-08		WP_004668636.1
cds3745	-1.195937799055	12.8294707194707	306.06379025997	1.9750383036485e-09	1.23962489445295e-08	1.23962489445295e-08	RPHASCH2410_CH15955	WP_016733923.1
cds1731	1.3834159274603	7.04941545731713	306.002215966885	1.97717355594019e-09	1.23962489445295e-08	1.23962489445295e-08	RPHASCH2410_PD02705	WP_016735843.1
cds2848	1.44944657257691	4.88798425687993	304.912109437471	2.01543078202539e-09	1.26149789583964e-08	1.26149789583964e-08	RPHASCH2410_CH02915	WP_004673807.1
cds468	1.24031085618089	5.90454794098033	304.362495020068	2.03505046725634e-09	1.27070032516724e-08	1.27070032516724e-08	RPHASCH2410_PB00580	WP_016736744.1
cds2675	-0.925786069270908	6.14208673225113	304.3103723318	2.03692277611633e-09	1.27070032516724e-08	1.27070032516724e-08	RPHASCH2410_CH02020	WP_016732902.1
cds4381	1.08550814172754	5.7294752616511	304.173978415622	2.04183183610216e-09	1.27164335483035e-08	1.27164335483035e-08	RPHASCH2410_CH19215	WP_012484239.1
cds1321	-0.866446555402205	7.26170060705793	302.819676110388	2.09134101342354e-09	1.30031385602065e-08	1.30031385602065e-08	RPHASCH2410_PD00650	WP_004680329.1
cds591	-1.17655590987535	6.674738626146	302.694799629865	2.0959770640657e-09	1.30103518255355e-08	1.30103518255355e-08	RPHASCH2410_PB01190	WP_029531927.1
cds1817	0.896882598446289	6.95725230805803	301.951301416568	2.12383194476236e-09	1.31546260895263e-08	1.31546260895263e-08	RPHASCH2410_PD03130	WP_046977222.1
cds4740	1.58959532805784	5.47927869886272	301.887337556187	2.1262486733004e-09	1.31546260895263e-08	1.31546260895263e-08	RPHASCH2410_CH04445	WP_016737335.1
cds2915	1.13231534293843	7.26038688713944	301.72808386773	2.13227982401025e-09	1.31701705961557e-08	1.31701705961557e-08	RPHASCH2410_CH03265	WP_016733047.1
cds1570	1.12494415906193	6.04453667420335	301.326459077861	2.14757977974893e-09	1.32428189713348e-08	1.32428189713348e-08	RPHASCH2410_PD01905	WP_016735694.1
cds1823	1.17862592636408	7.09247260064068	300.867072121966	2.16523933128882e-09	1.33297546332468e-08	1.33297546332468e-08	RPHASCH2410_PD03160	WP_012490081.1
cds3676	-0.936297409816988	6.67581241010825	300.084941446303	2.19570156109615e-09	1.34950918607272e-08	1.34950918607272e-08	RPHASCH2410_CH15615	WP_012484924.1
cds4305	1.01481161449996	6.27829430035505	298.682969118462	2.25158077585718e-09	1.38038789198323e-08	1.38038789198323e-08		WP_016733556.1
cds2227	-0.958376640080764	6.22925439303041	298.640038442996	2.25331819931005e-09	1.38038789198323e-08	1.38038789198323e-08	RPHASCH2410_PD05155	WP_016735320.1
cds4328	0.803718021418898	8.49745076396017	297.443561313319	2.30238283041642e-09	1.40814034873344e-08	1.40814034873344e-08	RPHASCH2410_CH18945	WP_016733570.1
cds4900	0.830431533475739	9.93657369403799	297.038596353271	2.31927432586784e-09	1.4161572270348e-08	1.4161572270348e-08	RPHASCH2410_CH05275	WP_046977088.1
cds1574	0.927256919155981	7.12051887209597	296.866135987994	2.32651220021e-09	1.4182630562518e-08	1.4182630562518e-08	RPHASCH2410_PD01920	WP_016735696.1
cds653	-0.808171067972348	7.86359867295988	296.538319517293	2.34034374174519e-09	1.42437506103289e-08	1.42437506103289e-08		WP_010001186.1
cds1660	1.03793930893412	5.95715507161981	294.976492238452	2.40758955182595e-09	1.46292332670204e-08	1.46292332670204e-08	RPHASCH2410_PD02345	WP_016735775.1
cds4080	-0.850305462497787	7.08863246284337	294.001741765711	2.45071432572753e-09	1.48671373115043e-08	1.48671373115043e-08	RPHASCH2410_CH17695	WP_012484655.1
cds2890	-0.855851227964384	7.60797008586288	293.76936473945	2.4611292947108e-09	1.49061601134345e-08	1.49061601134345e-08	RPHASCH2410_CH03130	WP_016733034.1
cds3256	1.35082068067109	7.13369383375108	292.062194529093	2.53926599845212e-09	1.53545599874092e-08	1.53545599874092e-08	RPHASCH2410_CH13525	WP_012483227.1
cds1473	-0.761864883020623	7.48771198974962	291.863359196308	2.54855567693073e-09	1.53858772560512e-08	1.53858772560512e-08	RPHASCH2410_PD01420	WP_016735611.1
cds2086	1.457779308142	4.34576464097695	291.590737940697	2.56135794871788e-09	1.54382653817247e-08	1.54382653817247e-08	RPHASCH2410_PD04470	WP_080956210.1
cds3706	-1.1491078281842	10.8775173118335	290.4966962579	2.61350347348072e-09	1.57272403556886e-08	1.57272403556886e-08	RPHASCH2410_CH15760	WP_004677120.1
cds5612	1.37889151154404	6.10045930001231	289.696953614163	2.65241539685123e-09	1.59267744758913e-08	1.59267744758913e-08	RPHASCH2410_CH21600	WP_046977151.1
cds3768	1.21012021710882	6.11637927339589	289.612132910314	2.6565823667481e-09	1.59267744758913e-08	1.59267744758913e-08	RPHASCH2410_CH16070	WP_004675675.1
cds2766	0.878065294094872	8.13628776457571	289.554325731596	2.65942667577666e-09	1.59267744758913e-08	1.59267744758913e-08	RPHASCH2410_CH02505	WP_016732952.1
cds324	1.03723507771056	6.60730995707523	289.098117620141	2.68200021260292e-09	1.60363047855794e-08	1.60363047855794e-08	RPHASCH2410_PA01615	WP_016736978.1
cds1248	-1.16964670795016	4.70124017653459	288.80816903073	2.69646464581807e-09	1.60970768250352e-08	1.60970768250352e-08	RPHASCH2410_PD00295	WP_016735417.1
cds1134	-0.95164364628715	8.45795241632393	288.525396882777	2.71065983068381e-09	1.61560505513527e-08	1.61560505513527e-08	RPHASCH2410_PC01890	WP_011053393.1
cds1051	-0.909328011262811	9.47687435840357	288.122917370021	2.73101673483249e-09	1.62333722952457e-08	1.62333722952457e-08	RPHASCH2410_PC01470	WP_008534336.1
cds1568	1.41340153174291	5.04668614321541	288.097529655051	2.73230685172449e-09	1.62333722952457e-08	1.62333722952457e-08	RPHASCH2410_PD01895	WP_016735692.1
cds844	-1.19785121342802	9.86641609328192	286.996843402642	2.78893792743856e-09	1.65236992608711e-08	1.65236992608711e-08	RPHASCH2410_PC00505	WP_011053471.1
cds4737	1.98555577704758	4.31441995984337	286.976412814284	2.79000211938833e-09	1.65236992608711e-08	1.65236992608711e-08	RPHASCH2410_RS04305	WP_016737332.1
cds5626	1.06908111101845	5.69339417123843	286.113917797759	2.83536823813426e-09	1.6765850419173e-08	1.6765850419173e-08	RPHASCH2410_CH21670	WP_012483995.1
cds2039	0.955984680908739	6.53733395251698	284.995249412566	2.89551226204399e-09	1.70944832757581e-08	1.70944832757581e-08		gbkey=CDS
cds2021	1.59438431174716	4.30235471574097	284.211892966248	2.93852578392075e-09	1.73211055263234e-08	1.73211055263234e-08		gbkey=CDS
cds2898	-1.05172551610025	10.5987263031554	283.826824563591	2.95994585802781e-09	1.74199329349027e-08	1.74199329349027e-08	RPHASCH2410_CH03170	WP_004671872.1
cds1227	-1.49605811752409	4.3192053656435	283.410278988424	2.98332471804318e-09	1.75114187336518e-08	1.75114187336518e-08	RPHASCH2410_PD00190	WP_016735395.1
cds1540	-1.5273847261455	5.2120633315712	283.383276482229	2.98484775636383e-09	1.75114187336518e-08	1.75114187336518e-08	RPHASCH2410_PD01755	WP_016735668.1
cds1	0.795638349032879	8.13183507858535	281.823344528394	3.0744121390039e-09	1.8008645753195e-08	1.8008645753195e-08	RPHASCH2410_PA00010	WP_016736954.1
